,Review_Text,Rating,Persona,Age,Location,Body_Type,Review_Date,Item_Name
1412,"These are extremely comfy and a great length. They feel like ""butter"" when they're on and I'm 5'10 and these hit exactly where they should. However, within a couple of wears there is major pilling happening inside the legs :(",2,RUNNER,25-34,"SASKATOON, SASKATCHEWAN",LEAN,"SEPTEMBER 28, 2017","Align Pant II 25"""
1413,"Was in love with these leggings when they first arrived, got them in January and by May they were completely pilled and the inner seams were starting to fray. Love the the pants so much wish they didn't pill, haven't worn them in months because the pilling makes the black look awful. Wish they would fix this issue as I'd love to buy them in every color, they have been my favourite style of lulu leggings so far as they feel like skin.",3,SWEATY GENERALIST,18-24,,CURVY,"SEPTEMBER 27, 2017","Align Pant II 25"""
1414,"I own two pairs of the Align Pant and another pair that are made from the Nulu fabric. It is SUCH A SHAME how much this fabric pills. Nulu is so incredibly comfortable for any and every movement. The fabric feels weightless on your body. However, the inner seams on all of my pants/ crops are pilling and have frayed threads hanging down. I'm honestly quite concerned that the seams are going to blow out one day during a workout. I've purchased from Lulu for almost 15 years and I have never been so disappointed in a fabric/ product or experienced this much, if any, pilling on the inseam.",2,SWEATY GENERALIST,18-24,"CALGARY, AB, CANADA",CURVY,"SEPTEMBER 26, 2017","Align Pant II 25"""
1415,"I love these pants, but after wearing them, the pilling between the thighs is very apparent and makes the fabric appear rough and scrappy and they feel worn out already after less than a year! They are super comfortable and were my go-to's but the pilling is disappointing for the price paid for the pants. I have a blue pair, they don't seem as bad as the black, but I do wear my black ones more than the blue ?!? I have been very careful with washing and fabric care. I selected ""recommend to a friend: yes"" because I have recommended to many, but now might have to take that back due to the pilling.",3,SWEATY GENERALIST,35-44,,,"SEPTEMBER 26, 2017","Align Pant II 25"""
1416,"I received these leggings mid July 2017 as a gift from my husband for my birthday. This is the first lululemon item I own. I was so excited when I received them as the fit is absolutely amazing and they are so comfortable. I wanted to purchase several more pairs of these tights as the fit is so amazing, however the fabric is pilling excessively. I wore them maybe 6 times for a total of 10 hours and Im being generous with that. I washed them separately and hung dried them. I only wore them to take my baby for a walk. The inner thigh and the bottom of the pant around the ankle are pilling badly. I understand natural fibers tend to pill over time but these should be in perfect condition as they are band new. I would think for the price they would last me more than 2 months time with little use. I have never experienced this with any of my sport tights Im very upset as I wanted to love them.",1,YOGI,25-34,"MONTREAL, QC, CANADA",SLIM,"SEPTEMBER 25, 2017","Align Pant II 25"""
1417,"I bought these for walks around the neighbourhood a month ago and I also use them for to-and-from the gym or moderate hikes (no underbrush). I love the high rise and the buttery fabric they are soft, comfortable and look great- I am in love with them!",5,SWEATY GENERALIST,18-24,"PRINCE GEORGE, BC, CANADA",ATHLETIC,"SEPTEMBER 25, 2017","Align Pant II 25"""
1418,"Im a huge fan of the align pants and they have become my favourite. Only problem I have with them is the piling between my thighs. I've owned my first pair for only a couple months and the piling is noticeably bad. So I definitely recommend due to the squat proof, non slip feel but I just want others to be aware.",4,SWEATY GENERALIST,18-24,"WINDSOR, ON, CANADA",ATHLETIC,"SEPTEMBER 25, 2017","Align Pant II 25"""
1419,I LOVEEEE the way these pants look and feel and have many pairs but the black ones do not hold up. I have extreme piling in the thigh area on both of my black pairs that aren't very old. I have an older blue pair that held up way better. What's the deal? I love these pants but where's the quality that we pay for?,2,,25-34,"TORONTO, ON",,"SEPTEMBER 25, 2017","Align Pant II 25"""
1420,"I was super excited when I first bought these pants because they are so comfortable and the fit is amazing. Unfortunately, after 3 washes they are pulling along the seams and pilling in between the legs. Very disappointed in the quality of these pants!!",1,SWEATY GENERALIST,35-44,"TORONTO, ON",ATHLETIC,"SEPTEMBER 25, 2017","Align Pant II 25"""
1421,"At first, I was so excited to get these pants. They were recommended to me by a friend for being super comfy. She was right! These pants feel like you're barely wearing pants and were great for all sorts of activity. I followed washing instructions accordingly but the quality of these pants started to show. The seams were coming un done and the pants pilled really fast! I am really sad that they did this because they were almost my favourite new pants!",2,YOGI,25-34,"TORONTO, ON",LEAN,"SEPTEMBER 25, 2017","Align Pant II 25"""
1422,"I initially fell in love with these leggins and ended up buying a second pair after only owning them for about a week, however after wearing them for less than a month I noticed them starting to pile on the thigh area :( I now be going back to my trusty high times as they are a lot more durable.",2,YOGI,25-34,"CALGARY, AB, CANADA",PETITE,"SEPTEMBER 24, 2017","Align Pant II 25"""
1423,"These pants (and crops) are made with a super thin material (which it states on the description) - but I actually feel really exposed when I wear them. They show.... everything. The seam inside the leg is so insanely itchy, I can't even wear these around the house. I thought it was worth taking the time to write the review because I have never experienced such poor quality from lulu products. Had I not already ripped out the tags, I would have returned these for sure.",1,,,,,"SEPTEMBER 23, 2017","Align Pant II 25"""
1424,I love the fit of these....but they pill so quickly. I purchased these once and returned them and was so careful with how I washed and cared for them and they still pilled within 6 weeks. It is so disappointing. I can't even wear them any more as they just look tattered.,1,RUNNER,25-34,"PITT MEADOWS, BC, CANADA",ATHLETIC,"SEPTEMBER 22, 2017","Align Pant II 25"""
1425,"I am pregnant and bought so many pairs of these pants- because they are so comfortable and amazing. They are the legging answer for pregnant women. For a month, I literally went in every week and bought 1 or 2 new pairs. I was so happy with the pants until I noticed that after 1 or 2 wears the fabric would start pilling and then the pants that were once so amazing were now scratchy and uncomfortable.
I contacted customer service and they offered to refund them via a lululemon gift card, however I have to send the pants back to the warehouse and wait over a week until they can process this. This involves so many annoying things like finding a box, printing the label, walking all the way to the post office and waiting in line and then actually waiting for the gift card so I can buy new pants. This is also annoying because I go to yoga everyday and these are the only pants I can wear right now since I am pregnant!
I think this is unacceptable, because so many people have had this problem with these pants and it seems to be a quality control issue on their behalf. I bought a pair of Wunderunder pants at the same time and they have not had this problem. Perhaps it is a certain batch of the align pants because I bought a pair of align crops a little later and they haven't pilled. They should just refund those of us who have had this problem with this batch of align pants. I don't know if I can trust Lululemon products or customer service anymore. I should have read all of these bad reviews before I went and spent over $1,000 on faulty products. For this quality I could have just gone to Old Navy and got a pair of leggings that I would expect go downhill that quickly.",2,YOGI,25-34,,,"SEPTEMBER 22, 2017","Align Pant II 25"""
