,Review_Text,Rating,Persona,Age,Item_Name
1203,I really love these pants but they pill. If you cant handle that I would not buy them. I prefer wunder under or luxtreme fabric since its more durable,1,SWEATY GENERALIST,18-24,"Align Pant 28"""
1204,Love love love these pants! I've worn these through an entire pregnancy and way after and they still fit and feel as they did the first time I tried them on! These are literally thee most comfortable pair of yoga pants I have ever owned.,5,YOGI,25-34,"Align Pant 28"""
1205,"First off- I adore these leggings! The silkiest, stretchiest fabric I've ever felt. They look amazing on and hug your curves in all the right places. I am 5'9"", about 145 lbs with a muscular build- a size 4 fit perfectly!",3,SWEATY GENERALIST,25-34,"Align Pant 28"""
1206,"Align leggings are so soft, comfortable and provide a confidence boost by being able to go to your normal size.",5,YOGI,25-34,"Align Pant 28"""
1207,"I call these my ghost pants because they’re so comfortable and smooth that it’s like they aren’t even on my body! I love them so much, I have to strain myself from wearing them all day everyday. They are true to size and fit really well, they look good too!",5,,,"Align Pant 28"""
1208,"I bought these knowing nothing about them, after wearing them to hot yoga for the first time I do not want to wear anything else. They feel so light and comfy!",5,YOGI,18-24,"Align Pant 28"""
1209,"I bought these leggings in black and I loved them at first. They were extremely comfortable and fit perfectly. After about a month or two of wearing these, I noticed some pilling on the leggings but it was no big deal at first and could barely be seen while I was wearing them. Though I followed the proper washing instructions, the pilling progressively got worse to the point where I could not wear the leggings anymore. The extreme pilling ruined the pants, causing them to look dirty and trashy. I paid almost 100 dollars for these pants so I am very disappointed in their lack of quality and how they turned out after such a short amount of time.",2,RUNNER,18-24,"Align Pant 28"""
1210,I tried these on in the store and fell in love with how comfy and flattering they were but after a couple of washes (I washed them only with other Lululemon leggings and NEVER put them in the dryer) they began pilling on the thights and on the back! Very disappointing as I love the other Lulu leggings :(,2,SWEATY GENERALIST,25-34,"Align Pant 28"""
1211,"Hate how much I love these leggings! Best ever! Love the thickness, how they look on (make your butt look great). They are super light weight and the most comfortable leggings!",5,SWEATY GENERALIST,25-34,"Align Pant 28"""
1212,"When I first got these about three months ago, I loved them so dearly. I had to have them in two colours. The fabric is so buttery soft and they are so comfortable. Alas, after minimal wear and only half dozen washes according to lulu's instructions, they are piled like crazy from top to bottom, I unfortunately cannot recommend them. Although the fit is still great, they look old and worn and I feel at this price point they should last significantly longer and with much more wear than I put into them. I hope lulu comes up with a fabric that keeps this lovely look and feel over time!",2,YOGI,,"Align Pant 28"""
1213,"i really thought these pants were going to be my only yoga pant purchases from here on out. when trying them on, they feel like butter... they are light, smooth... seriously heavenly.",2,YOGI,35-44,"Align Pant 28"""
1214,"Love the align pants and I have had multiple lululemon leggings over the years! I have never had a problem with any of them, unfortunately, the 2 pairs that I have is a disappointment. I tried the pair of leggings in store and loved the design so much that I purchased 2 of these them. But after only a few washes, they started pilling at the inner thigh area.",2,RUNNER,18-24,"Align Pant 28"""
1215,"I have a story for y’all if you’re interested in the QUALITY of these pants. I was next to the sink in my bathroom when my cat decided he wanted to jump up with me. He’s a little clumsy. He jumped...and fell half way. When he fell back down he dug is claws THROUGH MY PANTS AND INTO MY THIGH. HANGING THERE.
When he declaws himself from me, I look down at my pants and NO DAMAGE WAS DONE. Can’t even see a hole where his claws dug in. Outstanding.
Cat tested: passed.
In all seriousness, THE best workout leggings I’ve ever owned. Worth the price.",5,SWEATY GENERALIST,18-24,"Align Pant 28"""
1216,I love these pants so much I had to order three!,5,CYCLIST,18-24,"Align Pant 28"""
1217,They make your butt look amazing and are the prefect length and never loose shape! In love,5,CYCLIST,35-44,"Align Pant 28"""
1218,"I've had these leggings for a little less than a year now and I'm unimpressed with how they've held up. They were super nice and comfortable when I first got them, but have worn horribly. The worst part is these are the only leggings I don't work out in and they look worse than ones that I work out in regularly. Now they're pilling everywhere and the inseam scratches my legs making them unbearable to wear. Super disappointed since I was really hoping these would be my perfect pair of black leggings.",1,,18-24,"Align Pant 28"""
